TOTAL ENERGY AND FORCE IN THE NETWORK AT EVERY TIME STEP
TOTAL TIME STEPS = 1000
timestep	f_total	f_elasticity	f_contraction	f_adhesion	f_motility	e_total	e_elasticity	e_adhesion	e_contraction	shape
7.48	23.894	22.4869	15.8186	7.05898	22.4336	76.7526	0.626256	46.2927	29.8336	3.85773
7.49	24.7131	22.4709	15.8309	7.06264	22.444	76.7521	0.625772	46.2928	29.8335	3.85773
7.5	24.3582	22.4474	15.8258	7.06036	22.7857	76.7518	0.624354	46.2933	29.8341	3.85778
7.51	23.2164	22.5037	15.8193	7.06205	22.9238	76.7504	0.62701	46.2914	29.832	3.85762
7.52	22.7762	22.5096	15.8173	7.0614	22.5348	76.7496	0.628403	46.2905	29.8308	3.85754
7.53	23.2507	22.5214	15.8054	7.05313	24.7395	76.7489	0.628777	46.29	29.8302	3.8575
7.54	23.4137	22.5211	15.8047	7.05347	23.2414	76.748	0.628534	46.2897	29.8298	3.85748
7.55	23.6713	22.5342	15.7953	7.05009	23.8511	76.7474	0.628392	46.2895	29.8295	3.85746
7.56	21.9264	22.5156	15.7972	7.04989	22.5357	76.7471	0.62816	46.2895	29.8294	3.85746
7.57	24.8745	22.4995	15.7951	7.05166	23.0681	76.7469	0.627591	46.2897	29.8296	3.85747
7.58	22.7008	22.4975	15.7904	7.0504	24.086	76.7462	0.627725	46.2893	29.8291	3.85744
7.59	23.051	22.5379	15.7929	7.05366	21.0761	76.7453	0.629263	46.2882	29.8279	3.85735
7.6	24.5075	22.5487	15.7992	7.05722	22.5152	76.7445	0.630267	46.2874	29.8269	3.85728
7.61	27.1693	22.5398	15.7948	7.05487	20.8864	76.7436	0.631091	46.2866	29.8259	3.85721
7.62	23.174	22.5422	15.7884	7.05385	24.3697	76.7428	0.631509	46.2861	29.8253	3.85717
7.63	23.0186	22.5499	15.7851	7.0519	22.901	76.7423	0.631347	46.2859	29.825	3.85716
7.64	24.1306	22.5402	15.7739	7.04912	25.1016	76.7421	0.629401	46.2867	29.8259	3.85723
7.65	24.6728	22.5459	15.7728	7.04848	23.5517	76.742	0.629648	46.2866	29.8258	3.85721
7.66	24.2722	22.5314	15.7719	7.04621	24.2867	76.7422	0.628418	46.2873	29.8265	3.85727
7.67	21.3819	22.503	15.7826	7.04702	21.2426	76.7416	0.627462	46.2875	29.8267	3.85729
7.68	23.8516	22.4934	15.7762	7.04634	21.0687	76.7411	0.627474	46.2873	29.8264	3.85727
7.69	23.8029	22.4825	15.7714	7.04456	24.7941	76.7407	0.627422	46.2871	29.8262	3.85726
7.7	23.6126	22.4767	15.7791	7.04659	25.4787	76.7396	0.627821	46.2864	29.8254	3.8572
7.71	25.8277	22.4905	15.786	7.04873	24.2768	76.7391	0.628395	46.2859	29.8248	3.85716
7.72	24.6795	22.5232	15.7913	7.05171	22.8945	76.7378	0.629959	46.2846	29.8232	3.85705
7.73	22.7036	22.5419	15.7847	7.04985	23.8181	76.7367	0.629994	46.2841	29.8226	3.85701
7.74	22.0984	22.5538	15.7748	7.04741	21.9884	76.7359	0.630723	46.2834	29.8217	3.85695
7.75	21.754	22.5737	15.7637	7.045	22.4847	76.7348	0.631572	46.2825	29.8207	3.85687
7.76	23.0532	22.5435	15.7569	7.04128	22.7002	76.7348	0.630069	46.2832	29.8215	3.85694
7.77	21.8721	22.5215	15.7555	7.0408	23.1156	76.7346	0.628818	46.2838	29.8221	3.85698
7.78	24.1648	22.5363	15.7505	7.0413	22.6785	76.7341	0.629329	46.2833	29.8215	3.85694
7.79	22.3356	22.5606	15.7565	7.04429	22.9748	76.733	0.631367	46.2818	29.8199	3.85682
7.8	23.1536	22.5787	15.7471	7.04257	23.305	76.7322	0.633507	46.2804	29.8183	3.8567
7.81	23.1575	22.5917	15.7388	7.03879	23.7309	76.731	0.634215	46.2795	29.8173	3.85662
7.82	23.4564	22.5823	15.7452	7.03788	24.0998	76.7306	0.633859	46.2795	29.8172	3.85662
7.83	23.1426	22.5584	15.7446	7.03622	27.2284	76.7308	0.632404	46.2803	29.8181	3.85669
7.84	23.6952	22.5788	15.7365	7.03358	23.1366	76.7301	0.633143	46.2796	29.8173	3.85664
7.85	24.1153	22.5705	15.7412	7.03704	23.9385	76.7298	0.633136	46.2795	29.8171	3.85663
7.86	22.2122	22.5625	15.746	7.04046	23.1038	76.7293	0.632584	46.2796	29.8171	3.85663
7.87	27.6327	22.6154	15.7388	7.03931	20.8777	76.7285	0.634287	46.2783	29.8158	3.85653
7.88	21.4199	22.656	16.0219	7.13137	20.3497	76.6947	0.623368	46.2692	29.8021	3.85577
7.89	21.9508	22.6549	16.0186	7.12947	24.3943	76.6925	0.623561	46.2681	29.8008	3.85568
7.9	25.2962	22.6434	16.021	7.13107	23.8906	76.69	0.622354	46.2677	29.7999	3.85564
7.91	25.7007	22.6587	16.0292	7.13691	22.6989	76.6877	0.622239	46.2667	29.7987	3.85556
7.92	23.6837	22.6398	16.0264	7.1337	25.0283	76.6851	0.621176	46.2661	29.7978	3.85551
7.93	27.2507	22.6488	16.0132	7.12834	23.3032	76.683	0.621403	46.2651	29.7965	3.85542
7.94	23.0899	22.6418	16.0066	7.12479	23.6957	76.6804	0.6216	46.2639	29.7949	3.85532
7.95	21.4428	22.6365	16.0008	7.12252	23.9781	76.6785	0.621356	46.2631	29.794	3.85526
7.96	23.2164	22.5987	16.0006	7.12031	23.9238	76.6763	0.620121	46.2628	29.7934	3.85523
7.97	21.1089	22.6159	15.9986	7.11984	23.4728	76.6743	0.619749	46.2621	29.7924	3.85518
7.98	20.6159	22.5791	15.9923	7.11607	19.5193	76.6726	0.618438	46.262	29.7921	3.85517
7.99	25.3314	22.5881	15.9936	7.11654	22.5772	76.67	0.619372	46.2605	29.7902	3.85504
8	24.5327	22.5583	16.0016	7.11751	21.7997	76.6683	0.617772	46.2605	29.79	3.85505
8.01	24.3755	22.5457	16.0011	7.11585	21.4008	76.6661	0.617002	46.26	29.7891	3.855
8.02	26.3194	22.5422	15.9934	7.1128	22.0771	76.6641	0.617545	46.2588	29.7877	3.8549
8.03	25.5873	22.5312	15.9879	7.10847	20.8682	76.6624	0.616671	46.2585	29.7872	3.85488
8.04	22.3894	22.5249	15.9866	7.10748	23.0629	76.6603	0.616813	46.2575	29.786	3.85479
8.05	21.3213	22.5576	15.981	7.10676	21.3202	76.6584	0.618857	46.2557	29.7838	3.85464
8.06	21.3947	22.4907	15.9908	7.10916	25.4584	76.6573	0.615555	46.2568	29.7849	3.85474
8.07	23.1788	22.4681	15.9897	7.10768	23.2671	76.6556	0.615266	46.2563	29.7841	3.85469
8.08	25.1853	22.4571	15.9897	7.10707	22.3317	76.6542	0.613833	46.2564	29.784	3.8547
8.09	22.6108	22.4738	15.977	7.10127	24.1473	76.6525	0.613871	46.2556	29.783	3.85464
8.1	24.5869	22.4709	15.9827	7.103	20.1475	76.6502	0.613871	46.2546	29.7818	3.85455
8.11	23.7995	22.4571	15.9841	7.10154	19.4716	76.6491	0.61277	46.2546	29.7817	3.85455
8.12	24.0757	22.4633	15.9739	7.09978	22.2052	76.6467	0.613442	46.2532	29.78	3.85443
8.13	21.951	22.4565	15.9718	7.09677	22.1402	76.6451	0.613906	46.2523	29.7789	3.85436
8.14	27.7729	22.4722	15.9692	7.09651	22.667	76.6427	0.61538	46.2505	29.7768	3.85421
8.15	24.3443	22.4392	15.975	7.09793	24.7694	76.642	0.613349	46.2512	29.7774	3.85427
8.16	22.5143	22.4748	15.9702	7.09684	22.1396	76.6402	0.615008	46.2496	29.7756	3.85413
8.17	27.7263	22.4545	15.9639	7.09505	20.3049	76.6386	0.614797	46.249	29.7748	3.85408
8.18	24.901	22.448	15.9567	7.09396	24.1706	76.6375	0.613778	46.249	29.7747	3.85409
8.19	24.2726	22.437	15.9482	7.0894	22.3601	76.6361	0.613616	46.2485	29.7739	3.85404
8.2	24.7429	22.4326	15.9325	7.08242	23.4229	76.6347	0.613259	46.2481	29.7733	3.85401
8.21	23.4268	22.4154	15.9304	7.08072	20.6943	76.6332	0.612661	46.2478	29.7728	3.85398
8.22	24.759	22.4238	15.925	7.07864	20.578	76.631	0.612957	46.2467	29.7714	3.85389
8.23	24.0463	22.413	15.9143	7.07588	21.5435	76.6285	0.612625	46.2457	29.7702	3.85381
8.24	24.8149	22.3954	15.9089	7.07335	23.9346	76.6269	0.612711	46.245	29.7692	3.85375
8.25	20.9256	22.4346	15.9072	7.07364	27.2864	76.6251	0.613975	46.2435	29.7676	3.85362
8.26	21.5707	22.4245	15.915	7.07603	22.5729	76.6236	0.613481	46.2431	29.767	3.85359
8.27	22.5499	22.4331	15.9196	7.077	23.3513	76.6222	0.614041	46.2422	29.7659	3.85352
8.28	24.5021	22.4343	15.9162	7.07462	25.1461	76.6206	0.613993	46.2416	29.7651	3.85346
8.29	20.1118	22.46	15.9102	7.07291	23.2789	76.6189	0.615124	46.2403	29.7636	3.85336
8.3	24.5684	22.4523	15.9028	7.07092	21.5922	76.6172	0.614715	46.2397	29.7628	3.85331
8.31	23.0127	22.467	15.8889	7.06584	22.5299	76.6164	0.613952	46.2397	29.7627	3.85331
8.32	22.3746	22.4522	15.895	7.06791	24.6884	76.6153	0.613293	46.2396	29.7625	3.8533
8.33	21.7926	22.4303	15.8888	7.06344	23.4308	76.6141	0.613994	46.2387	29.7614	3.85323
8.34	22.6595	22.4051	15.885	7.06196	23.3967	76.6131	0.613467	46.2385	29.761	3.85321
8.35	23.519	22.4114	15.8795	7.06181	23.7741	76.6111	0.614766	46.2371	29.7593	3.85309
8.36	22.6512	22.4265	15.8841	7.06441	20.9686	76.61	0.615538	46.2362	29.7583	3.85302
8.37	19.7358	22.421	15.8829	7.06529	24.4512	76.6087	0.615823	46.2355	29.7574	3.85296
8.38	20.1289	22.3983	15.8837	7.06517	25.0246	76.6074	0.616037	46.2348	29.7565	3.8529
8.39	23.1652	22.3881	15.8773	7.06234	22.0458	76.6059	0.615887	46.2343	29.7558	3.85285
8.4	21.6172	22.3702	15.8696	7.05965	24.5129	76.6049	0.615425	46.2341	29.7555	3.85284
8.41	20.8858	22.353	15.8774	7.0615	21.9877	76.604	0.614237	46.2342	29.7555	3.85285
8.42	24.7123	22.3555	15.8651	7.05908	22.5237	76.6026	0.614544	46.2335	29.7546	3.85279
8.43	23.5088	22.3387	15.8694	7.05882	25.5517	76.6021	0.614186	46.2334	29.7545	3.85278
8.44	25.9956	22.3509	15.8649	7.05921	23.6338	76.6004	0.614527	46.2325	29.7534	3.85271
8.45	25.0399	22.3391	15.8762	7.06387	23.114	76.6003	0.613621	46.2328	29.7538	3.85274
8.46	24.7711	22.3305	15.866	7.05954	21.5668	76.5982	0.615166	46.2312	29.7519	3.8526
8.47	22.9092	22.3288	15.8783	7.06217	20.4129	76.5974	0.614302	46.2313	29.7518	3.85261
8.48	23.7345	22.3295	15.8815	7.06149	22.9585	76.596	0.614367	46.2307	29.751	3.85256
8.49	23.2711	22.3315	15.8808	7.06153	18.521	76.5952	0.614421	46.2303	29.7505	3.85252
8.5	26.6296	22.3095	15.8989	7.06651	22.9861	76.5953	0.612422	46.2313	29.7516	3.85261
8.51	24.6356	22.302	15.9006	7.06638	21.3718	76.5938	0.612337	46.2306	29.7508	3.85255
8.52	22.8388	22.3386	15.8963	7.06787	22.3027	76.5923	0.612665	46.2298	29.7498	3.85249
8.53	19.7668	22.2967	15.8946	7.06493	23.1901	76.5908	0.611096	46.23	29.7498	3.8525
8.54	25.766	22.3055	15.8799	7.05992	22.681	76.5895	0.611384	46.2292	29.7489	3.85243
8.55	24.0335	22.3139	15.8796	7.05879	20.0904	76.5879	0.611302	46.2286	29.748	3.85238
8.56	20.9405	22.3333	15.8677	7.05565	27.5491	76.5858	0.612328	46.2271	29.7464	3.85226
8.57	24.6972	22.346	15.8628	7.0532	24.9116	76.5848	0.612151	46.2268	29.7459	3.85223
8.58	25.1571	22.3474	15.8527	7.0494	26.7647	76.583	0.612865	46.2257	29.7445	3.85214
8.59	20.687	22.37	15.8418	7.04524	25.508	76.5814	0.613865	46.2244	29.7431	3.85204
8.6	23.6034	22.3909	15.8207	7.04286	22.2293	76.5804	0.614723	46.2236	29.742	3.85197
8.61	24.7604	22.4279	15.8244	7.04582	23.0716	76.5788	0.616801	46.2219	29.7401	3.85183
8.62	24.2494	22.4392	15.8182	7.04359	25.4526	76.5782	0.6166	46.2217	29.7398	3.85181
8.63	24.456	22.456	15.808	7.03999	23.2268	76.5763	0.61804	46.2202	29.738	3.85168
8.64	23.2341	22.466	15.7965	7.03674	25.1379	76.5747	0.619113	46.219	29.7366	3.85158
8.65	27.2028	22.4702	15.79	7.0345	23.0847	76.5734	0.618889	46.2185	29.7359	3.85154
8.66	20.653	22.4818	15.7894	7.03336	25.0935	76.572	0.618941	46.218	29.7351	3.8515
8.67	25.4936	22.4816	15.7847	7.03195	24.8154	76.5712	0.619233	46.2174	29.7345	3.85145
8.68	21.052	22.4638	15.7851	7.03011	22.5336	76.5704	0.617597	46.2179	29.7349	3.85149
8.69	25.1621	22.442	15.787	7.0312	25.1413	76.5693	0.61677	46.2178	29.7348	3.85149
8.7	26.4639	22.4294	15.7781	7.02729	20.9921	76.568	0.616355	46.2174	29.7342	3.85145
8.71	23.83	22.4322	15.7733	7.02662	25.3961	76.566	0.616916	46.2163	29.7328	3.85136
8.72	24.0127	22.414	15.776	7.0268	25.026	76.5652	0.616107	46.2163	29.7328	3.85136
8.73	24.8023	22.453	15.7654	7.0248	26.2006	76.5641	0.617123	46.2154	29.7317	3.85128
8.74	21.8666	22.419	15.7651	7.02439	24.4862	76.5639	0.614707	46.2165	29.7327	3.85137
8.75	22.4512	22.4535	15.7465	7.0201	21.9503	76.5618	0.616162	46.2148	29.7308	3.85124
8.76	21.514	22.4918	15.7464	7.02133	20.9177	76.5603	0.617786	46.2133	29.7291	3.85111
8.77	21.4219	22.503	15.7481	7.02175	19.7995	76.5588	0.619454	46.2119	29.7274	3.85099
8.78	22.4131	22.4852	15.7476	7.02125	23.0762	76.5581	0.618624	46.212	29.7275	3.851
8.79	25.4115	22.4777	15.762	7.02711	26.3411	76.5574	0.61836	46.2118	29.7272	3.85099
8.8	25.311	22.478	15.7585	7.02591	23.9464	76.556	0.619085	46.2109	29.7261	3.85091
8.81	22.553	22.4474	15.7457	7.02078	22.8749	76.555	0.618161	46.2109	29.726	3.85091
8.82	22.0726	22.4404	15.7438	7.01956	21.8792	76.5546	0.617497	46.211	29.726	3.85092
8.83	24.4362	22.4401	15.7372	7.01885	24.4493	76.5534	0.617545	46.2105	29.7254	3.85088
8.84	20.4846	22.4303	15.7214	7.0115	23.0652	76.5529	0.616911	46.2106	29.7254	3.85089
8.85	22.782	22.398	15.7331	7.01378	25.6323	76.5532	0.61511	46.2116	29.7265	3.85097
8.86	24.5155	22.3782	15.7254	7.01083	20.6008	76.5527	0.614093	46.2119	29.7267	3.85099
8.87	22.9162	22.3875	15.7188	7.0083	21.9201	76.5518	0.614537	46.2113	29.7259	3.85094
8.88	24.6333	22.4178	15.71	7.00692	21.9978	76.5508	0.61592	46.2102	29.7247	3.85085
8.89	24.3226	22.4222	15.7114	7.00898	20.9108	76.55	0.616501	46.2096	29.7239	3.8508
8.9	20.8829	22.4487	15.6984	7.00461	22.476	76.5484	0.619219	46.2075	29.7216	3.85063
8.91	22.9065	22.464	15.6777	6.99822	27.3742	76.5469	0.619888	46.2066	29.7205	3.85055
8.92	21.4706	22.4625	15.6819	6.99889	22.4729	76.5456	0.621041	46.2054	29.7191	3.85045
8.93	23.1066	22.465	15.6698	6.99404	20.7728	76.5446	0.620905	46.2051	29.7186	3.85042
8.94	25.9687	22.4585	15.6832	6.99887	22.5565	76.5439	0.62074	46.2048	29.7183	3.8504
8.95	25.8364	22.4333	15.6593	6.99171	23.592	76.5427	0.619661	46.2049	29.7182	3.85041
8.96	22.6867	22.432	15.6533	6.98802	21.4129	76.5416	0.619951	46.2043	29.7174	3.85036
8.97	25.0024	22.4101	15.657	6.99091	21.6285	76.541	0.619361	46.2043	29.7173	3.85036
8.98	21.0994	22.405	15.6643	6.99393	21.8627	76.54	0.620212	46.2035	29.7163	3.85029
8.99	22.1664	22.3711	15.6708	6.99409	24.0121	76.5397	0.619262	46.2039	29.7166	3.85032
9	24.1886	22.3627	15.6625	6.99095	21.4907	76.5389	0.619436	46.2034	29.716	3.85029
9.01	23.7064	22.3932	15.6615	6.9927	24.4698	76.5371	0.621496	46.2017	29.7139	3.85014
9.02	24.3119	22.4113	15.6492	6.98713	23.3279	76.5368	0.621633	46.2015	29.7137	3.85012
9.03	24.7125	22.405	15.6501	6.98758	20.8628	76.5363	0.620809	46.2016	29.7138	3.85014
9.04	22.8627	22.3868	15.6551	6.98546	21.7385	76.5355	0.620212	46.2016	29.7137	3.85013
9.05	20.8813	22.4023	15.6621	6.99146	19.8292	76.5348	0.621013	46.2009	29.7129	3.85007
9.06	21.7564	22.4084	15.6621	6.99359	21.7715	76.5344	0.620508	46.201	29.7129	3.85008
9.07	25.3572	22.4504	15.6472	6.99061	24.1576	76.5332	0.62282	46.1994	29.711	3.84995
9.08	25.9989	22.4214	15.6468	6.98679	23.3531	76.5328	0.621255	46.1999	29.7116	3.84999
9.09	27.5775	22.4159	15.6483	6.98691	21.7682	76.532	0.620706	46.1999	29.7114	3.84999
9.1	26.7336	22.4161	15.6475	6.98517	23.6184	76.5319	0.619826	46.2002	29.7119	3.85002
9.11	23.9085	22.4461	15.6442	6.98506	23.8235	76.531	0.620862	46.1993	29.7108	3.84994
9.12	20.4876	22.4619	15.6628	6.9941	25.2887	76.5301	0.621059	46.1989	29.7102	3.84991
9.13	24.4559	22.4355	15.6588	6.99221	24.6037	76.53	0.620316	46.1992	29.7105	3.84993
9.14	24.0815	22.4429	15.6552	6.98965	23.7409	76.5291	0.620892	46.1985	29.7097	3.84988
9.15	25.4774	22.4385	15.6527	6.98799	23.8992	76.5288	0.620833	46.1984	29.7095	3.84987
9.16	26.8137	22.456	15.6553	6.98972	22.4139	76.5282	0.62059	46.1983	29.7093	3.84986
9.17	22.1206	22.4719	15.6468	6.98635	23.7275	76.5268	0.621252	46.1973	29.7082	3.84978
9.18	23.6741	22.4726	15.6364	6.98383	19.4322	76.5258	0.621968	46.1966	29.7073	3.84972
9.19	25.3364	22.4951	15.6242	6.98235	22.6115	76.5244	0.624	46.195	29.7054	3.84959
9.2	22.8205	22.5087	15.6275	6.98378	21.5244	76.5246	0.62401	46.1951	29.7054	3.84959
9.21	20.6531	22.488	15.6308	6.98562	22.1568	76.5245	0.622649	46.1957	29.7061	3.84964
9.22	23.7226	22.4822	15.6319	6.98404	23.2312	76.5239	0.622615	46.1955	29.7058	3.84962
9.23	22.3335	22.4781	15.6323	6.98357	22.8022	76.5235	0.622133	46.1956	29.7058	3.84963
9.24	23.459	22.4451	15.6265	6.98209	24.7215	76.5232	0.620542	46.1962	29.7065	3.84969
9.25	24.8564	22.4548	15.6261	6.98426	24.9647	76.5221	0.621679	46.1952	29.7052	3.8496
9.26	22.2728	22.4207	15.6275	6.98297	25.6997	76.5216	0.620991	46.1953	29.7053	3.84961
9.27	24.8607	22.4032	15.6486	6.98828	24.2408	76.522	0.618984	46.1965	29.7065	3.8497
9.28	24.271	22.4216	15.6389	6.98631	23.2893	76.5208	0.619547	46.1957	29.7056	3.84964
9.29	23.7068	22.405	15.6471	6.98923	22.8877	76.5207	0.618659	46.1961	29.706	3.84967
9.3	22.8423	22.3905	15.6435	6.98676	25.6136	76.5202	0.618189	46.1961	29.7059	3.84967
9.31	20.3559	22.3886	15.635	6.98399	24.8742	76.52	0.616974	46.1966	29.7065	3.84971
9.32	23.6862	22.3867	15.638	6.98494	21.2261	76.5197	0.616288	46.1968	29.7066	3.84973
9.33	24.4892	22.4006	15.6323	6.98153	22.9532	76.519	0.616707	46.1963	29.706	3.84969
9.34	23.0911	22.395	15.6225	6.97868	22.2123	76.5185	0.615782	46.1965	29.7062	3.84971
9.35	24.1403	22.3879	15.6187	6.97528	20.868	76.5183	0.614577	46.197	29.7067	3.84975
9.36	22.4108	22.4021	15.6016	6.96923	24.7723	76.517	0.615916	46.1957	29.7053	3.84964
9.37	24.2666	22.3864	15.6116	6.97202	23.1199	76.5167	0.614872	46.1961	29.7057	3.84968
9.38	24.5	22.3558	15.6105	6.97014	22.1165	76.5165	0.613609	46.1966	29.7063	3.84972
9.39	20.6125	22.3653	15.5875	6.96353	23.3266	76.5157	0.613982	46.1961	29.7056	3.84968
9.4	24.1168	22.3573	15.5878	6.96417	25.0054	76.5153	0.613456	46.1962	29.7057	3.84968
9.41	24.3092	22.3631	15.5889	6.96558	23.5074	76.5146	0.614192	46.1955	29.7049	3.84962
9.42	25.5645	22.3462	15.5865	6.96331	21.7673	76.5142	0.613119	46.1959	29.7052	3.84966
9.43	23.813	22.3388	15.5836	6.9622	22.7404	76.5136	0.612932	46.1958	29.7049	3.84965
9.44	25.8722	22.2986	15.5936	6.96423	24.5914	76.513	0.611493	46.1962	29.7054	3.84968
9.45	24.2854	22.2715	15.5919	6.96244	23.9745	76.5127	0.611009	46.1963	29.7054	3.84969
9.46	21.9715	22.2631	15.596	6.96248	25.5072	76.5125	0.609193	46.1971	29.7063	3.84976
9.47	24.3796	22.265	15.5871	6.95947	23.3827	76.5115	0.610194	46.1961	29.7052	3.84968
9.48	23.3114	22.2458	15.5839	6.95849	25.6739	76.5105	0.611021	46.1953	29.7042	3.84961
9.49	25.4403	22.2543	15.5897	6.96055	23.7363	76.5098	0.611042	46.195	29.7038	3.84958
9.5	24.986	22.2317	15.5958	6.96344	22.9591	76.5098	0.610083	46.1955	29.7043	3.84962
9.51	22.9561	22.2376	15.6042	6.96641	21.3571	76.5089	0.611107	46.1946	29.7032	3.84955
9.52	22.9375	22.2458	15.606	6.96791	23.6754	76.5083	0.611716	46.194	29.7025	3.8495
9.53	22.529	22.2414	15.6021	6.9641	21.1329	76.5082	0.610958	46.1943	29.7029	3.84953
9.54	21.7008	22.2382	15.5996	6.96208	23.9556	76.5081	0.610851	46.1944	29.7029	3.84953
9.55	24.4673	22.2072	15.6069	6.96273	20.9293	76.5082	0.609274	46.1952	29.7038	3.8496
9.56	25.6334	22.1868	15.6086	6.96322	20.4773	76.5077	0.608761	46.1952	29.7037	3.8496
9.57	21.6186	22.1929	15.6001	6.96004	23.6199	76.5076	0.607433	46.1958	29.7044	3.84965
9.58	26.2032	22.1655	15.6021	6.96176	23.8574	76.507	0.606855	46.1958	29.7043	3.84965
9.59	22.8191	22.1582	15.5976	6.96048	22.3255	76.5069	0.606076	46.1962	29.7047	3.84968
9.6	22.7331	22.1466	15.5974	6.9593	23.0857	76.5063	0.605595	46.1962	29.7046	3.84968
9.61	20.3612	22.1528	15.5987	6.95976	23.9743	76.5064	0.605425	46.1963	29.7047	3.84969
9.62	22.8751	22.1253	15.5998	6.95917	24.2437	76.5067	0.603653	46.1973	29.7058	3.84977
9.63	23.2156	22.1154	15.5925	6.9576	21.4649	76.5061	0.60311	46.1973	29.7057	3.84977
9.64	22.1387	22.1397	15.5943	6.95866	21.4241	76.506	0.603862	46.1968	29.7053	3.84974
9.65	22.5063	22.1679	15.5959	6.95995	23.9342	76.5054	0.604688	46.1962	29.7045	3.84968
9.66	22.0066	22.1889	15.5919	6.95972	21.8479	76.5049	0.606027	46.1953	29.7035	3.84961
9.67	23.7806	22.1928	15.5849	6.95768	21.8844	76.5045	0.605994	46.1952	29.7034	3.8496
9.68	21.4001	22.1945	15.5923	6.95886	21.4904	76.5041	0.606475	46.1948	29.7029	3.84956
9.69	22.368	22.2303	15.5773	6.95365	22.8831	76.5032	0.608325	46.1934	29.7015	3.84945
9.7	22.6964	22.2131	15.5823	6.95487	23.077	76.5031	0.60739	46.1938	29.7019	3.84949
9.71	23.7561	22.1761	15.5727	6.94815	24.3571	76.5033	0.605586	46.1948	29.703	3.84957
9.72	23.363	22.1856	15.5886	6.95486	21.2084	76.5033	0.605475	46.1949	29.703	3.84957
9.73	23.508	22.1922	15.5848	6.95364	23.5751	76.5023	0.607016	46.1937	29.7016	3.84947
9.74	24.1383	22.1972	15.5724	6.94967	22.4698	76.5015	0.60769	46.193	29.7008	3.84942
9.75	23.1692	22.1754	15.555	6.94403	21.7918	76.5014	0.607005	46.1933	29.7011	3.84944
9.76	24.4265	22.1853	15.5511	6.94217	20.9643	76.5009	0.606896	46.1932	29.7009	3.84943
9.77	22.1792	22.1645	15.5682	6.94658	22.7868	76.5009	0.606437	46.1934	29.7011	3.84945
9.78	27.0992	22.1611	15.5765	6.9493	23.5754	76.5004	0.606922	46.1929	29.7006	3.84941
9.79	23.7527	22.1714	15.5669	6.9469	24.112	76.4994	0.607652	46.1921	29.6996	3.84934
9.8	23.1735	22.1655	15.5578	6.94402	22.2193	76.4991	0.607494	46.1921	29.6995	3.84934
9.81	25.9635	22.1709	15.556	6.94371	22.6648	76.4989	0.607844	46.1919	29.6992	3.84932
9.82	23.8286	22.1716	15.5489	6.94145	23.6526	76.4985	0.607541	46.1919	29.6991	3.84932
9.83	22.8238	22.1365	15.5535	6.94144	19.8788	76.4988	0.606376	46.1926	29.6998	3.84938
9.84	22.3246	22.1351	15.5569	6.94174	23.8529	76.4986	0.606334	46.1925	29.6998	3.84937
9.85	20.4888	22.1502	15.5501	6.93834	26.9796	76.4983	0.605934	46.1926	29.6998	3.84938
9.86	21.5993	22.1327	15.5456	6.93726	24.7936	76.4986	0.60436	46.1935	29.7008	3.84945
9.87	22.4187	22.1402	15.5408	6.93851	22.4016	76.4981	0.604978	46.193	29.7001	3.84941
9.88	20.2757	22.1229	15.5467	6.94121	22.954	76.4989	0.603389	46.1941	29.7014	3.84951
9.89	22.9846	22.0986	15.5589	6.94542	23.1935	76.4986	0.602835	46.1943	29.7014	3.84952
9.9	22.9883	22.0714	15.5685	6.94628	23.9281	76.4984	0.601677	46.1948	29.7019	3.84956
9.91	20.5367	22.0959	15.5591	6.94301	22.4383	76.4978	0.602455	46.1941	29.7012	3.84951
9.92	23.4812	22.1118	15.5551	6.94466	21.4272	76.4974	0.601794	46.1943	29.7013	3.84953
9.93	22.2225	22.1164	15.5561	6.94584	25.491	76.4972	0.602081	46.1941	29.701	3.8495
9.94	23.218	22.12	15.5462	6.94269	22.7572	76.4973	0.600523	46.1949	29.7019	3.84957
9.95	25.0057	22.1259	15.5368	6.94138	23.6812	76.497	0.600849	46.1946	29.7016	3.84955
9.96	25.0468	22.1166	15.5368	6.94108	23.5652	76.4971	0.600909	46.1946	29.7016	3.84955
9.97	22.9816	22.1153	15.5313	6.93976	23.7145	76.4966	0.601686	46.194	29.7009	3.8495
9.98	24.3847	22.0782	15.5302	6.93619	22.7258	76.4967	0.599885	46.1949	29.7019	3.84958
9.99	23.7927	22.0744	15.5257	6.93376	22.0767	76.4967	0.599317	46.1952	29.7022	3.8496
10	25.8622	22.063	15.5415	6.93786	24.7266	76.4971	0.598815	46.1956	29.7027	3.84963


List of the T1 transitions
T	v_id1	v_id2	e_length
T1	1	40	0.0237469
T1	6	53	0.0244907
T1	148	149	0.0200299
T1	132	180	0.0202139
T1	187	188	0.0345753
T1	119	195	0.0104051
T1	72	101	0.0664153
T1	69	71	0.0690101
T1	36	74	0.0669918
T1	67	68	0.00595767
T1	102	156	0.0674019
T1	52	94	0.0690297
T1	30	148	0.0686503
T1	76	80	0.0651374
T1	89	134	0.0695755
T1	34	36	0.0695158
T1	12	157	0.0699834
T1	0	40	0.0695297
T1	194	195	0.0699449
T1	187	196	0.0695586
T1	122	47	0.0699986
