TOTAL ENERGY AND FORCE IN THE NETWORK AT EVERY TIME STEP
TOTAL TIME STEPS = 7000
timestep             f_total        f_elasticity       f_contraction          f_adhesion             e_total        e_elasticity          e_adhesion       e_contraction
112.6             248.025             201.596             248.025             20.4446             1174.73             35.9109             73.4607             1120.45
112.7             248.026             201.603             248.026             20.4443             1174.72             35.9104             73.4609             1120.45
112.8             248.026              201.61             248.026              20.444             1174.72             35.9099             73.4612             1120.45
112.9             248.027             201.617             248.027             20.4438             1174.72             35.9093             73.4615             1120.44
113             248.027             201.624             248.027             20.4435             1174.71             35.9088             73.4617             1120.44
113.1             248.028             201.631             248.028             20.4432             1174.71             35.9083              73.462             1120.44
113.2             248.028             201.637             248.028             20.4429             1174.71             35.9078             73.4622             1120.43
113.3             248.028             201.644             248.028             20.4426              1174.7             35.9073             73.4625             1120.43
113.4             248.029             201.651             248.029             20.4423              1174.7             35.9069             73.4628             1120.43
113.5             248.029             201.657             248.029              20.442              1174.7             35.9064              73.463             1120.42
113.6              248.03             201.664              248.03             20.4418             1174.69             35.9059             73.4633             1120.42
113.7              248.03              201.67              248.03             20.4415             1174.69             35.9054             73.4635             1120.42
113.8             248.031             201.677             248.031             20.4412             1174.69             35.9049             73.4638             1120.41
113.9             248.031             201.684             248.031             20.4409             1174.68             35.9044             73.4641             1120.41
114             248.032              201.69             248.032             20.4406             1174.68             35.9039             73.4643             1120.41
114.1             248.032             201.697             248.032             20.4403             1174.68             35.9034             73.4646             1120.41
114.2             248.033             201.703             248.033               20.44             1174.67              35.903             73.4648              1120.4
114.3             248.033             201.709             248.033             20.4397             1174.67             35.9025             73.4651              1120.4
114.4             248.033             201.716             248.033             20.4394             1174.66              35.902             73.4653              1120.4
114.5             248.034             201.722             248.034             20.4391             1174.66             35.9016             73.4656             1120.39
114.6             248.034             201.729             248.034             20.4389             1174.66             35.9011             73.4659             1120.39
114.7             248.035             201.735             248.035             20.4386             1174.65             35.9006             73.4661             1120.39
114.8             248.035             201.741             248.035             20.4383             1174.65             35.9002             73.4664             1120.38
114.9             248.036             201.747             248.036              20.438             1174.65             35.8997             73.4666             1120.38
115             248.036             201.754             248.036             20.4377             1174.64             35.8992             73.4669             1120.38
115.1             248.037              201.76             248.037             20.4374             1174.64             35.8988             73.4671             1120.37
115.2             248.037             201.766             248.037             20.4371             1174.64             35.8983             73.4674             1120.37
115.3             248.038             201.772             248.038             20.4368             1174.63             35.8979             73.4676             1120.37
115.4             248.038             201.778             248.038             20.4365             1174.63             35.8974             73.4679             1120.36
115.5             248.038             201.784             248.038             20.4362             1174.63              35.897             73.4681             1120.36
115.6             248.039             201.791             248.039             20.4359             1174.62             35.8965             73.4684             1120.36
115.7             248.039             201.797             248.039             20.4356             1174.62             35.8961             73.4686             1120.36
115.8              248.04             201.803              248.04             20.4353             1174.62             35.8956             73.4689             1120.35
115.9              248.04             201.809              248.04             20.4353             1174.61             35.8952             73.4692             1120.35
116             248.041             201.815             248.041             20.4355             1174.61             35.8947             73.4694             1120.35
116.1              248.05             201.819              248.05             20.4367             1174.68             35.8932             73.4724             1120.42
116.2              248.05             201.825              248.05             20.4369             1174.68             35.8927             73.4727             1120.42
116.3             248.051             201.831             248.051             20.4371             1174.68             35.8922             73.4729             1120.42
116.4             248.051             201.837             248.051             20.4373             1174.67             35.8918             73.4732             1120.41
116.5             248.052             201.843             248.052             20.4375             1174.67             35.8913             73.4734             1120.41
116.6             248.052             201.849             248.052             20.4377             1174.67             35.8909             73.4737             1120.41
116.7             248.052             201.855             248.052             20.4379             1174.66             35.8904             73.4739              1120.4
116.8             248.053             201.861             248.053             20.4381             1174.66               35.89             73.4742              1120.4
116.9             248.053             201.866             248.053             20.4383             1174.65             35.8895             73.4744              1120.4
117             248.054             201.872             248.054             20.4386             1174.65             35.8891             73.4747             1120.39
117.1             248.054             201.878             248.054             20.4388             1174.65             35.8887             73.4749             1120.39
117.2             248.055             201.884             248.055              20.439             1174.64             35.8882             73.4752             1120.39
117.3             248.055             201.889             248.055             20.4392             1174.64             35.8878             73.4754             1120.38
117.4             248.056             201.895             248.056             20.4394             1174.64             35.8873             73.4757             1120.38
117.5             248.056             201.901             248.056             20.4396             1174.63             35.8869             73.4759             1120.38
117.6             248.056             201.906             248.056             20.4398             1174.63             35.8865             73.4762             1120.37
117.7             248.057             201.912             248.057               20.44             1174.62              35.886             73.4764             1120.37
117.8             248.057             201.918             248.057             20.4402             1174.62             35.8856             73.4767             1120.37
117.9             248.058             201.923             248.058             20.4405             1174.62             35.8852             73.4769             1120.36
118             248.058             201.929             248.058             20.4407             1174.61             35.8847             73.4772             1120.36
118.1             248.059             201.934             248.059             20.4409             1174.61             35.8843             73.4774             1120.36
118.2             248.059              201.94             248.059             20.4411             1174.61             35.8839             73.4777             1120.35
118.3              248.06             201.945              248.06             20.4413              1174.6             35.8834             73.4779             1120.35
118.4              248.06              201.95              248.06             20.4415              1174.6              35.883             73.4782             1120.35
118.5              248.06             201.956              248.06             20.4417              1174.6             35.8826             73.4784             1120.34
118.6             248.061             201.961             248.061             20.4419             1174.59             35.8822             73.4787             1120.34
118.7             248.061             201.967             248.061             20.4421             1174.59             35.8818             73.4789             1120.34
118.8             248.062             201.972             248.062             20.4423             1174.58             35.8813             73.4792             1120.33
118.9             248.062             201.977             248.062             20.4426             1174.58             35.8809             73.4794             1120.33
119             248.063             201.982             248.063             20.4428             1174.58             35.8805             73.4797             1120.33
119.1             248.063             201.988             248.063              20.443             1174.57             35.8801             73.4799             1120.32
119.2             248.064             201.993             248.064             20.4432             1174.57             35.8797             73.4802             1120.32
119.3             248.064             201.998             248.064             20.4434             1174.57             35.8793             73.4804             1120.32
119.4             248.064             202.003             248.064             20.4436             1174.56             35.8788             73.4807             1120.31
119.5             248.065             202.008             248.065             20.4438             1174.56             35.8784             73.4809             1120.31
119.6             248.073             202.011             248.073             20.4449             1174.63             35.8768              73.484             1120.38
119.7             248.074             202.016             248.074             20.4451             1174.62             35.8764             73.4842             1120.38
119.8             248.074             202.021             248.074             20.4453             1174.62             35.8759             73.4844             1120.37
119.9             248.075             202.026             248.075             20.4455             1174.62             35.8755             73.4847             1120.37
120             248.075             202.031             248.075             20.4457             1174.61             35.8751             73.4849             1120.37
120.1             248.076             202.036             248.076              20.446             1174.61             35.8746             73.4852             1120.36
120.2             248.076             202.041             248.076             20.4462              1174.6             35.8742             73.4854             1120.36
120.3             248.077             202.046             248.077             20.4464              1174.6             35.8738             73.4857             1120.35
120.4             248.077             202.051             248.077             20.4466              1174.6             35.8734             73.4859             1120.35
120.5             248.077             202.056             248.077             20.4468             1174.59             35.8729             73.4862             1120.35
120.6             248.078              202.06             248.078             20.4471             1174.59             35.8725             73.4864             1120.34
120.7             248.078             202.065             248.078             20.4473             1174.58             35.8721             73.4867             1120.34
120.8             248.079              202.07             248.079             20.4475             1174.58             35.8717             73.4869             1120.34
120.9             248.079             202.075             248.079             20.4477             1174.58             35.8713             73.4872             1120.33
121              248.08             202.079              248.08             20.4479             1174.57             35.8708             73.4874             1120.33
121.1              248.08             202.084              248.08             20.4481             1174.57             35.8704             73.4877             1120.33
121.2              248.08             202.089              248.08             20.4484             1174.56               35.87             73.4879             1120.32
121.3             248.081             202.093             248.081             20.4486             1174.56             35.8696             73.4881             1120.32
121.4             248.081             202.099             248.081             20.4488             1174.56             35.8692             73.4884             1120.31
121.5             248.082             202.105             248.082              20.449             1174.55             35.8688             73.4886             1120.31
121.6             248.082              202.11             248.082             20.4492             1174.55             35.8683             73.4889             1120.31
121.7             248.083             202.116             248.083             20.4494             1174.54             35.8679             73.4891              1120.3
121.8             248.083             202.122             248.083             20.4496             1174.54             35.8675             73.4894              1120.3
121.9             248.084             202.128             248.084             20.4499             1174.54             35.8671             73.4896              1120.3
122             248.084             202.133             248.084             20.4501             1174.53             35.8667             73.4899             1120.29
122.1             248.084             202.139             248.084             20.4503             1174.53             35.8663             73.4901             1120.29
122.2             248.085             202.144             248.085             20.4505             1174.52             35.8659             73.4904             1120.29
122.3             248.085              202.15             248.085             20.4507             1174.52             35.8655             73.4906             1120.28
122.4             248.086             202.156             248.086             20.4509             1174.52              35.865             73.4908             1120.28
122.5             248.086             202.161             248.086             20.4512             1174.51             35.8646             73.4911             1120.27
122.6             248.086             202.166             248.086             20.4514             1174.51             35.8642             73.4913             1120.27
122.7             248.087             202.172             248.087             20.4516              1174.5             35.8638             73.4916             1120.27
122.8             248.095             202.174             248.095             20.4526             1174.57             35.8621             73.4946             1120.33
122.9             248.095             202.179             248.095             20.4528             1174.56             35.8616             73.4949             1120.33
123             248.096             202.185             248.096             20.4531             1174.56             35.8612             73.4951             1120.32
123.1             248.096              202.19             248.096             20.4533             1174.55             35.8608             73.4954             1120.32
123.2             248.097             202.195             248.097             20.4535             1174.55             35.8603             73.4956             1120.32
123.3             248.097               202.2             248.097             20.4537             1174.55             35.8599             73.4958             1120.31
123.4             248.098             202.205             248.098             20.4539             1174.54             35.8595             73.4961             1120.31
123.5             248.098             202.211             248.098             20.4542             1174.54              35.859             73.4963              1120.3
123.6             248.098             202.216             248.098             20.4544             1174.53             35.8586             73.4966              1120.3
123.7             248.099             202.222             248.099             20.4546             1174.53             35.8582             73.4968              1120.3
123.8             248.099             202.227             248.099             20.4548             1174.52             35.8578             73.4971             1120.29
123.9               248.1             202.232               248.1             20.4551             1174.52             35.8573             73.4973             1120.29
124               248.1             202.238               248.1             20.4553             1174.52             35.8569             73.4976             1120.28
124.1             248.101             202.243             248.101             20.4555             1174.51             35.8565             73.4978             1120.28
124.2             248.101             202.248             248.101             20.4557             1174.51              35.856              73.498             1120.28
124.3             248.101             202.254             248.101             20.4559              1174.5             35.8556             73.4983             1120.27
124.4             248.102             202.259             248.102             20.4562              1174.5             35.8552             73.4985             1120.27
124.5             248.102             202.264             248.102             20.4564             1174.49             35.8548             73.4988             1120.27
124.6             248.103             202.269             248.103             20.4566             1174.49             35.8543              73.499             1120.26
124.7             248.103             202.274             248.103             20.4568             1174.49             35.8539             73.4993             1120.26
124.8             248.103             202.279             248.103              20.457             1174.48             35.8535             73.4995             1120.25
124.9             248.104             202.284             248.104             20.4573             1174.48             35.8531             73.4997             1120.25
125             248.104             202.289             248.104             20.4575             1174.47             35.8526                73.5             1120.25
125.1             248.105             202.294             248.105             20.4577             1174.47             35.8522             73.5002             1120.24
125.2             248.105             202.299             248.105             20.4579             1174.46             35.8518             73.5005             1120.24
125.3             248.106             202.304             248.106             20.4581             1174.46             35.8514             73.5007             1120.23
125.4             248.106             202.309             248.106             20.4583             1174.46             35.8509              73.501             1120.23
125.5             248.106             202.314             248.106             20.4586             1174.45             35.8505             73.5012             1120.23
125.6             248.107             202.319             248.107             20.4588             1174.45             35.8501             73.5015             1120.22
125.7             248.107             202.324             248.107              20.459             1174.44             35.8497             73.5017             1120.22
125.8             248.108             202.329             248.108             20.4592             1174.44             35.8493             73.5019             1120.21
125.9             248.115             202.333             248.115             20.4602             1174.49             35.8473              73.505             1120.27
126             248.115             202.337             248.115             20.4604             1174.49             35.8469             73.5052             1120.27
126.1             248.116             202.342             248.116             20.4606             1174.49             35.8464             73.5055             1120.26
126.2             248.116             202.346             248.116             20.4609             1174.48              35.846             73.5057             1120.26
126.3             248.117             202.351             248.117             20.4611             1174.48             35.8455              73.506             1120.25
126.4             248.117             202.355             248.117             20.4613             1174.47              35.845             73.5062             1120.25
126.5             248.117              202.36             248.117             20.4615             1174.47             35.8446             73.5065             1120.25
126.6             248.118             202.364             248.118             20.4618             1174.46             35.8441             73.5067             1120.24
126.7             248.118             202.368             248.118              20.462             1174.46             35.8437             73.5069             1120.24
126.8             248.119             202.373             248.119             20.4622             1174.45             35.8432             73.5072             1120.23
126.9             248.119             202.377             248.119             20.4624             1174.45             35.8428             73.5074             1120.23
127             248.119             202.381             248.119             20.4627             1174.44             35.8423             73.5077             1120.22
127.1              248.12             202.386              248.12             20.4629             1174.44             35.8419             73.5079             1120.22
127.2              248.12              202.39              248.12             20.4631             1174.43             35.8414             73.5081             1120.22
127.3             248.121             202.394             248.121             20.4633             1174.43             35.8409             73.5084             1120.21
127.4             248.121             202.398             248.121             20.4636             1174.42             35.8405             73.5086             1120.21
127.5             248.121             202.402             248.121             20.4638             1174.42               35.84             73.5089              1120.2
127.6             248.122             202.406             248.122              20.464             1174.42             35.8396             73.5091              1120.2
127.7             248.122              202.41             248.122             20.4642             1174.41             35.8391             73.5094             1120.19
127.8             248.123             202.414             248.123             20.4644             1174.41             35.8387             73.5096             1120.19
127.9             248.123             202.418             248.123             20.4647              1174.4             35.8382             73.5099             1120.19
128             248.123             202.422             248.123             20.4649              1174.4             35.8378             73.5101             1120.18
128.1             248.124             202.426             248.124             20.4651             1174.39             35.8373             73.5103             1120.18
128.2             248.124              202.43             248.124             20.4653             1174.39             35.8368             73.5106             1120.17
128.3             248.125             202.434             248.125             20.4655             1174.38             35.8364             73.5108             1120.17
128.4             248.125             202.438             248.125             20.4658             1174.38             35.8359             73.5111             1120.16
128.5             248.125             202.442             248.125              20.466             1174.37             35.8355             73.5113             1120.16
128.6             248.126             202.446             248.126             20.4662             1174.37              35.835             73.5116             1120.15
128.7             248.126             202.449             248.126             20.4664             1174.36             35.8346             73.5118             1120.15
128.8             248.126             202.453             248.126             20.4666             1174.36             35.8341             73.5121             1120.15
128.9             248.127             202.457             248.127             20.4669             1174.35             35.8337             73.5123             1120.14
129             248.127             202.461             248.127             20.4671             1174.35             35.8332             73.5126             1120.14
129.1             248.128             202.464             248.128             20.4673             1174.34             35.8327             73.5128             1120.13
129.2             248.128             202.468             248.128             20.4675             1174.34             35.8323             73.5131             1120.13
129.3             248.128             202.472             248.128             20.4677             1174.33             35.8318             73.5133             1120.12
129.4             248.129             202.475             248.129             20.4679             1174.33             35.8314             73.5136             1120.12
129.5             248.129             202.479             248.129             20.4682             1174.32             35.8309             73.5138             1120.12
129.6             248.135              202.48             248.135             20.4691             1174.37             35.8287             73.5168             1120.16
129.7             248.136             202.483             248.136             20.4693             1174.36             35.8282             73.5171             1120.16
129.8             248.136             202.487             248.136             20.4695             1174.36             35.8277             73.5173             1120.15
129.9             248.136              202.49             248.136             20.4697             1174.35             35.8272             73.5176             1120.15
130             248.137             202.493             248.137             20.4699             1174.35             35.8267             73.5178             1120.14
130.1             248.137             202.496             248.137             20.4702             1174.34             35.8262             73.5181             1120.14
130.2             248.138             202.499             248.138             20.4704             1174.34             35.8257             73.5183             1120.13
130.3             248.138             202.502             248.138             20.4706             1174.33             35.8252             73.5185             1120.13
130.4             248.138             202.504             248.138             20.4708             1174.33             35.8247             73.5188             1120.13
130.5             248.139             202.507             248.139              20.471             1174.32             35.8242              73.519             1120.12
130.6             248.139              202.51             248.139             20.4713             1174.32             35.8237             73.5193             1120.12
130.7             248.139             202.513             248.139             20.4715             1174.31             35.8232             73.5195             1120.11
130.8              248.14             202.516              248.14             20.4717             1174.31             35.8227             73.5198             1120.11
130.9              248.14             202.519              248.14             20.4719              1174.3             35.8222               73.52              1120.1
131              248.14             202.521              248.14             20.4721              1174.3             35.8216             73.5203              1120.1
131.1             248.141             202.524             248.141             20.4724             1174.29             35.8211             73.5205             1120.09
131.2             248.141             202.527             248.141             20.4726             1174.29             35.8206             73.5207             1120.09
131.3             248.142             202.529             248.142             20.4728             1174.28             35.8201              73.521             1120.08
131.4             248.142             202.532             248.142              20.473             1174.28             35.8196             73.5212             1120.08
131.5             248.142             202.535             248.142             20.4732             1174.27             35.8191             73.5215             1120.07
131.6             248.143             202.537             248.143             20.4734             1174.27             35.8186             73.5217             1120.07
131.7             248.143              202.54             248.143             20.4737             1174.26             35.8181              73.522             1120.06
131.8             248.143             202.542             248.143             20.4739             1174.26             35.8176             73.5222             1120.06
131.9             248.144             202.545             248.144             20.4741             1174.25             35.8171             73.5225             1120.05
132             248.144             202.547             248.144             20.4743             1174.25             35.8166             73.5227             1120.05
132.1             248.144              202.55             248.144             20.4745             1174.24             35.8161              73.523             1120.05
132.2             248.145             202.552             248.145             20.4747             1174.24             35.8156             73.5232             1120.04
132.3             248.145             202.554             248.145             20.4749             1174.23             35.8151             73.5235             1120.04
132.4             248.145             202.557             248.145             20.4752             1174.23             35.8146             73.5238             1120.03
132.5             248.146             202.559             248.146             20.4754             1174.22             35.8141              73.524             1120.03
132.6             248.146             202.561             248.146             20.4756             1174.22             35.8136             73.5243             1120.02
132.7             248.146             202.564             248.146             20.4758             1174.21             35.8131             73.5245             1120.02
132.8             248.147             202.566             248.147              20.476             1174.21             35.8126             73.5248             1120.01
132.9             248.147             202.568             248.147             20.4762              1174.2              35.812              73.525             1120.01
133             248.147              202.57             248.147             20.4766             1174.19             35.8115             73.5253                1120
133.1             248.148             202.573             248.148              20.477             1174.19              35.811             73.5255                1120
133.2             248.148             202.575             248.148             20.4774             1174.18             35.8105             73.5258             1119.99
133.3             248.148             202.577             248.148             20.4778             1174.18               35.81             73.5261             1119.99
133.4             248.149             202.579             248.149             20.4782             1174.17             35.8095             73.5263             1119.98
133.5             248.149             202.581             248.149             20.4786             1174.17              35.809             73.5266             1119.98
133.6             248.149             202.583             248.149              20.479             1174.16             35.8085             73.5268             1119.97
133.7              248.15             202.585              248.15             20.4794             1174.16              35.808             73.5271             1119.97
133.8              248.15             202.587              248.15             20.4798             1174.15             35.8075             73.5274             1119.96
133.9              248.15             202.589              248.15             20.4802             1174.15              35.807             73.5276             1119.96
134             248.151             202.591             248.151             20.4806             1174.14             35.8065             73.5279             1119.95
134.1             248.151             202.593             248.151              20.481             1174.14             35.8059             73.5281             1119.95
134.2             248.151             202.595             248.151             20.4815             1174.13             35.8054             73.5284             1119.94
134.3             248.152             202.597             248.152             20.4819             1174.13             35.8049             73.5287             1119.94
134.4             248.152             202.598             248.152             20.4823             1174.12             35.8044             73.5289             1119.93
134.5             248.152               202.6             248.152             20.4827             1174.11             35.8039             73.5292             1119.93
134.6             248.153             202.602             248.153             20.4831             1174.11             35.8034             73.5295             1119.92
134.7             248.153             202.604             248.153             20.4835              1174.1             35.8029             73.5297             1119.92
134.8             248.153             202.606             248.153             20.4839              1174.1             35.8024               73.53             1119.91
134.9             248.154             202.607             248.154             20.4843             1174.09             35.8019             73.5303             1119.91
135             248.154             202.609             248.154             20.4847             1174.09             35.8014             73.5305              1119.9
135.1             248.154             202.611             248.154             20.4851             1174.08             35.8009             73.5308              1119.9
135.2             248.155             202.612             248.155             20.4855             1174.08             35.8004             73.5311             1119.89
135.3             248.155             202.614             248.155             20.4859             1174.07             35.7998             73.5314             1119.89
135.4             248.155             202.615             248.155             20.4862             1174.07             35.7993             73.5316             1119.88
135.5             248.155             202.617             248.155             20.4866             1174.06             35.7988             73.5319             1119.88
135.6             248.156             202.618             248.156              20.487             1174.06             35.7983             73.5322             1119.87
135.7             248.156              202.62             248.156             20.4874             1174.05             35.7978             73.5325             1119.87
135.8             248.156             202.621             248.156             20.4878             1174.04             35.7973             73.5327             1119.86
135.9             248.157             202.623             248.157             20.4882             1174.04             35.7968              73.533             1119.86
136             248.157             202.624             248.157             20.4886             1174.03             35.7963             73.5333             1119.85
136.1             248.157             202.626             248.157              20.489             1174.03             35.7958             73.5336             1119.85
136.2             248.158             202.627             248.158             20.4894             1174.02             35.7953             73.5338             1119.84
136.3             248.158             202.628             248.158             20.4898             1174.02             35.7948             73.5341             1119.84
136.4             248.158              202.63             248.158             20.4902             1174.01             35.7942             73.5344             1119.83
136.5             248.158             202.631             248.158             20.4906             1174.01             35.7937             73.5347             1119.83
136.6             248.159             202.632             248.159              20.491                1174             35.7932              73.535             1119.82
136.7             248.159             202.634             248.159             20.4914             1173.99             35.7927             73.5352             1119.82
136.8             248.159             202.635             248.159             20.4918             1173.99             35.7922             73.5355             1119.81
136.9              248.16             202.636              248.16             20.4922             1173.98             35.7917             73.5358             1119.81
137              248.16             202.637              248.16             20.4926             1173.98             35.7912             73.5361              1119.8
137.1              248.16             202.638              248.16              20.493             1173.97             35.7907             73.5364              1119.8
137.2              248.16             202.639              248.16             20.4934             1173.97             35.7902             73.5367             1119.79
137.3             248.161             202.641             248.161             20.4938             1173.96             35.7897              73.537             1119.79
137.4             248.161             202.642             248.161             20.4942             1173.96             35.7892             73.5372             1119.78
137.5             248.161             202.643             248.161             20.4946             1173.95             35.7887             73.5375             1119.78
137.6             248.162             202.644             248.162             20.4949             1173.94             35.7882             73.5378             1119.77
137.7             248.162             202.645             248.162             20.4953             1173.94             35.7877             73.5381             1119.77
137.8             248.162             202.646             248.162             20.4957             1173.93             35.7872             73.5384             1119.76
137.9             248.162             202.647             248.162             20.4961             1173.93             35.7867             73.5387             1119.76
138             248.163             202.648             248.163             20.4965             1173.92             35.7861              73.539             1119.75
138.1             248.163             202.648             248.163             20.4969             1173.92             35.7856             73.5393             1119.75
138.2             248.163             202.649             248.163             20.4973             1173.91             35.7851             73.5396             1119.74
138.3             248.163              202.65             248.163             20.4977              1173.9             35.7846             73.5399             1119.74
138.4             248.164             202.651             248.164             20.4981              1173.9             35.7841             73.5402             1119.73
138.5             248.164             202.652             248.164             20.4985             1173.89             35.7836             73.5405             1119.72
138.6             248.164             202.653             248.164             20.4988             1173.89             35.7831             73.5408             1119.72
138.7             248.165             202.653             248.165             20.4992             1173.88             35.7826             73.5411             1119.71
138.8             248.165             202.654             248.165             20.4996             1173.88             35.7821             73.5414             1119.71
138.9             248.165             202.655             248.165                20.5             1173.87             35.7816             73.5417              1119.7
139             248.165             202.656             248.165             20.5004             1173.86             35.7811              73.542              1119.7
139.1             248.166             202.656             248.166             20.5008             1173.86             35.7806             73.5423             1119.69
139.2             248.166             202.657             248.166             20.5012             1173.85             35.7801             73.5426             1119.69
139.3             248.166             202.657             248.166             20.5015             1173.85             35.7796             73.5429             1119.68
139.4             248.166             202.658             248.166             20.5019             1173.84             35.7791             73.5432             1119.68
139.5             248.167             202.659             248.167             20.5023             1173.84             35.7786             73.5435             1119.67
139.6             248.167             202.659             248.167             20.5027             1173.83             35.7781             73.5438             1119.67
139.7             248.167              202.66             248.167             20.5031             1173.82             35.7776             73.5442             1119.66
